# energy dos(up) dos(down)
-6.801634384999999838e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.799704384999999718e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.797774385000001018e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.795854384999999809e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.793924384999999688e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.791994385000000989e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.790064385000000868e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.788144384999999659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.786214385000000959e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.784284385000000839e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.782364385000001050e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.780434385000000930e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.778504385000000809e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.776574385000000689e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.774654385000000900e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.772724385000000780e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.770794385000000659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.768874385000000871e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.766944385000000750e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.765014385000000630e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.763084385000000509e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.761164385000000721e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.759234385000000600e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.757304385000000480e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.755384385000000691e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.753454385000000570e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.751524385000000450e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.749594385000000329e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.747674385000000541e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.745744385000000420e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.743814385000000300e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.741894385000000511e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.739964385000000391e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.738034385000000270e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.736104385000000150e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.734184385000000361e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.732254385000000241e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.730324385000000120e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.728404385000000332e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.726474385000000211e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.724544385000000091e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.722614384999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.720694385000000182e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.718764385000000061e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.716834384999999941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.714914385000000152e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.712984385000000032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.711054384999999911e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.709134385000000123e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.707204385000000002e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.705274384999999882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.703344384999999761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.701424384999999972e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.699494384999999852e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.697564384999999731e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.695644384999999943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.693714384999999822e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.691784384999999702e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.689854385000001002e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.687934384999999793e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.686004384999999672e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.684074385000000973e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.682154384999999763e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.680224385000001064e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.678294385000000943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.676364385000000823e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.674444385000001034e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.672514385000000914e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.670584385000000793e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.668664385000001005e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.666734385000000884e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.664804385000000764e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.662874385000000643e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.660954385000000855e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.659024385000000734e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.657094385000000614e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.655174385000000825e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.653244385000000705e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.651314385000000584e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.649384385000000464e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.647464385000000675e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.645534385000000555e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.643604385000000434e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.641684385000000646e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.639754385000000525e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.637824385000000404e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.635894385000000284e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.633974385000000495e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.632044385000000375e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.630114385000000254e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.628194385000000466e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.626264385000000345e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.624334385000000225e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.622414385000000436e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.620484385000000316e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.618554385000000195e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.616624385000000075e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.614704385000000286e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.612774385000000166e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.610844385000000045e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.608924385000000257e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.606994385000000136e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.605064385000000016e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.603134384999999895e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.601214385000000107e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.599284384999999986e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.597354384999999866e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.595434385000000077e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.593504384999999957e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.591574384999999836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.589644384999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.587724384999999927e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.585794384999999806e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.583864384999999686e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.581944384999999897e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.580014384999999777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.578084384999999656e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.576154385000000957e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.574234384999999747e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.572304385000001048e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.570374385000000927e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.568454384999999718e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.566524385000001018e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.564594385000000898e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.562664385000000777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.560744385000000989e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.558814385000000868e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.556884385000000748e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.554964385000000959e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.553034385000000839e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.551104385000000718e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.549174385000000598e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.547254385000000809e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.545324385000000689e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.543394385000000568e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.541474385000000780e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.539544385000000659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.537614385000000539e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.535684385000000418e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.533764385000000630e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.531834385000000509e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.529904385000000389e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.527984385000000600e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.526054385000000480e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.524124385000000359e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.522204385000000570e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.520274385000000450e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.518344385000000329e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.516414385000000209e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.514494385000000420e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.512564385000000300e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.510634385000000179e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.508714385000000391e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.506784385000000270e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.504854385000000150e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.502924385000000029e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.501004385000000241e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.499074385000000120e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.497144385000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.495224385000000211e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.493294385000000091e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.491364384999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.489434384999999850e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.487514385000000061e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.485584384999999941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.483654384999999820e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.481734385000000032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.479804384999999911e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.477874384999999791e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.475944384999999670e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.474024384999999882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.472094384999999761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.470164385000001062e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.468244384999999852e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.466314384999999731e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.464384385000001032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.462454385000000912e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.460534384999999702e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.458604385000001002e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.456674385000000882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.454754384999999672e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.452824385000000973e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.450894385000000852e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.448964385000000732e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.447044385000000943e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.445114385000000823e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.443184385000000702e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.441264385000000914e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.439334385000000793e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.437404385000000673e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.435484385000000884e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.433554385000000764e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.431624385000000643e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.429694385000000523e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.427774385000000734e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.425844385000000614e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.423914385000000493e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.421994385000000705e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.420064385000000584e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.418134385000000464e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.416204385000000343e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.414284385000000555e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.412354385000000434e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.410424385000000314e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.408504385000000525e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.406574385000000404e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.404644385000000284e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.402714385000000163e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.400794385000000375e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.398864385000000254e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.396934385000000134e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.395014385000000345e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.393084385000000225e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.391154385000000104e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.389224384999999984e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.387304385000000195e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.385374385000000075e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.383444384999999954e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.381524385000000166e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.379594385000000045e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.377664384999999925e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.375734384999999804e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.373814385000000016e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.371884384999999895e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.369954384999999775e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.368034384999999986e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.366104384999999866e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.364174384999999745e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.362244385000001046e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.360324384999999836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.358394384999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.356464385000001016e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.354544384999999806e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.352614384999999686e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.350684385000000987e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.348764384999999777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.346834384999999656e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.344904385000000957e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.342974385000000836e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.341054385000001048e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.339124385000000927e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.337194385000000807e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.335274385000001018e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.333344385000000898e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.331414385000000777e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.329484385000000657e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.327564385000000868e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.325634385000000748e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.323704385000000627e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.321784385000000839e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.319854385000000718e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.317924385000000598e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.315994385000000477e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.314074385000000689e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.312144385000000568e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.310214385000000448e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.308294385000000659e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.306364385000000539e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.304434385000000418e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.302504385000000298e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.300584385000000509e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.298654385000000389e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.296724385000000268e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.294804385000000480e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.292874385000000359e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.290944385000000239e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.289014385000000118e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.287094385000000329e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.285164385000000209e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.283234385000000088e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.281314385000000300e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.279384385000000179e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.277454385000000059e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.275524384999999938e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.273604385000000150e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.271674385000000029e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.269744384999999909e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.267824385000000120e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.265894385000000000e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.263964384999999879e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.262034384999999759e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.260114384999999970e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.258184384999999850e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.256254384999999729e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.254334384999999941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.252404384999999820e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.250474384999999700e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.248554384999999911e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.246624384999999791e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.244694384999999670e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.242764385000000971e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.240844384999999761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.238914385000001062e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.236984385000000941e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.235064384999999731e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.233134385000001032e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.231204385000000912e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.229274385000000791e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.227354385000001002e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.225424385000000882e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.223494385000000761e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.221574385000000973e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.219644385000000852e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.217714385000000732e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.215784385000000611e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.213864385000000823e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.211934385000000702e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.210004385000000582e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.208084385000000793e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.206154385000000673e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.204224385000000552e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.202294385000000432e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.200374385000000643e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.198444385000000523e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.196514385000000402e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.194594385000000614e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.192664385000000493e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.190734385000000373e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.188804385000000252e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.186884385000000464e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.184954385000000343e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.183024385000000223e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.181104385000000434e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.179174385000000314e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.177244385000000193e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.175314385000000073e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.173394385000000284e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.171464385000000163e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.169534385000000043e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.167614385000000254e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.165684385000000134e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.163754385000000013e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.161834385000000225e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.159904385000000104e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.157974384999999984e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.156044384999999863e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.154124385000000075e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.152194384999999954e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.150264384999999834e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.148344385000000045e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.146414384999999925e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.144484384999999804e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.142554384999999684e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.140634384999999895e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.138704384999999775e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.136774384999999654e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.134854384999999866e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.132924384999999745e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.130994384999999625e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.129064384999999504e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.127144384999999716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.125214384999999595e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.123284384999999475e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.121364384999999686e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.119434384999999565e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.117504384999999445e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.115574384999999324e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.113654384999999536e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.111724384999999415e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.109794385000000716e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.107874384999999506e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.105944384999999386e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.104014385000000686e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.102084385000000566e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.100164384999999356e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.098234385000000657e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.096304385000000536e+01 0.000000000000000000e+00 -0.000000000000000000e+00
-6.094384384999999327e+01 0.000000000000000000e+00 -0.000000000000000000e+00
